database_type,database,dataset,action,time
MongoDB,ASOS_2022,products,read,0.0007655620574951172
MongoDB,ASOS_2022,profiles,read,0.3251526355743408
MongoDB,ASOS_2022,restaurant,read,0.8325262069702148
MongoDB,ASOS_2022,students,read,0.003292083740234375
MongoDB,ASOS_2022,data,update,0.0006542205810546875
MongoDB,ASOS_2022,books,delete,0.002129077911376953
MongoDB,ASOS_2022,countries-small,delete,0.0014226436614990234
MongoDB,ASOS_2022,covers,delete,0.019741535186767578
MongoDB,ASOS_2022,data,delete,0.0009179115295410156
MongoDB,ASOS_2022,grades,delete,0.0031502246856689453
MongoDB,ASOS_2022,products,delete,0.0006289482116699219
MongoDB,ASOS_2022,profiles,delete,0.009549379348754883
MongoDB,ASOS_2022,restaurant,delete,0.01202392578125
MongoDB,ASOS_2022,students,delete,0.0015370845794677734
MongoDB,ASOS_2022,books,insert,0.0063092708587646484
MongoDB,ASOS_2022,countries-small,insert,0.012483596801757812
MongoDB,ASOS_2022,covers,insert,0.03578019142150879
MongoDB,ASOS_2022,data,insert,0.0008974075317382812
MongoDB,ASOS_2022,grades,insert,0.004212379455566406
MongoDB,ASOS_2022,products,insert,0.0005993843078613281
MongoDB,ASOS_2022,profiles,insert,0.021182775497436523
MongoDB,ASOS_2022,restaurant,insert,0.02289271354675293
MongoDB,ASOS_2022,students,insert,0.002514362335205078
MongoDB,ASOS_2022,books,read,0.13569426536560059
MongoDB,ASOS_2022,countries-small,read,0.1157217025756836
MongoDB,ASOS_2022,covers,read,0.25091052055358887
MongoDB,ASOS_2022,data,read,0.0010645389556884766
MongoDB,ASOS_2022,grades,read,0.0060389041900634766
MongoDB,ASOS_2022,products,read,0.0005846023559570312
MongoDB,ASOS_2022,profiles,read,0.46848201751708984
MongoDB,ASOS_2022,restaurant,read,0.4205319881439209
MongoDB,ASOS_2022,students,read,0.002513885498046875
MongoDB,ASOS_2022,data,update,0.0007412433624267578
MongoDB,ASOS_2022,books,delete,0.0022034645080566406
MongoDB,ASOS_2022,countries-small,delete,0.0014705657958984375
MongoDB,ASOS_2022,covers,delete,0.02403998374938965
MongoDB,ASOS_2022,data,delete,0.0007603168487548828
MongoDB,ASOS_2022,grades,delete,0.0015680789947509766
MongoDB,ASOS_2022,products,delete,0.00040078163146972656
MongoDB,ASOS_2022,profiles,delete,0.005685091018676758
MongoDB,ASOS_2022,restaurant,delete,0.00954437255859375
MongoDB,ASOS_2022,students,delete,0.0011720657348632812
MongoDB,ASOS_2022,books,insert,0.008069515228271484
MongoDB,ASOS_2022,countries-small,insert,0.013042449951171875
MongoDB,ASOS_2022,covers,insert,0.03750014305114746
MongoDB,ASOS_2022,data,insert,0.0011639595031738281
MongoDB,ASOS_2022,grades,insert,0.006232738494873047
MongoDB,ASOS_2022,products,insert,0.0005006790161132812
MongoDB,ASOS_2022,profiles,insert,0.02545785903930664
MongoDB,ASOS_2022,restaurant,insert,0.03096485137939453
MongoDB,ASOS_2022,students,insert,0.0036268234252929688
MongoDB,ASOS_2022,books,read,0.31830263137817383
MongoDB,ASOS_2022,countries-small,read,0.01864933967590332
MongoDB,ASOS_2022,covers,read,0.5382983684539795
MongoDB,ASOS_2022,data,read,0.0009202957153320312
MongoDB,ASOS_2022,grades,read,0.004462718963623047
MongoDB,ASOS_2022,products,read,0.000530242919921875
MongoDB,ASOS_2022,profiles,read,0.35292816162109375
MongoDB,ASOS_2022,restaurant,read,0.2083113193511963
MongoDB,ASOS_2022,students,read,0.0023071765899658203
MongoDB,ASOS_2022,data,update,0.001180410385131836
MongoDB,ASOS_2022,books,delete,0.0032346248626708984
MongoDB,ASOS_2022,countries-small,delete,0.0012729167938232422
MongoDB,ASOS_2022,covers,delete,0.01949596405029297
MongoDB,ASOS_2022,data,delete,0.0007922649383544922
MongoDB,ASOS_2022,grades,delete,0.0015523433685302734
MongoDB,ASOS_2022,products,delete,0.0004673004150390625
MongoDB,ASOS_2022,profiles,delete,0.011031866073608398
MongoDB,ASOS_2022,restaurant,delete,0.009454488754272461
MongoDB,ASOS_2022,students,delete,0.0016422271728515625
MongoDB,ASOS_2022,books,insert,0.006692409515380859
MongoDB,ASOS_2022,countries-small,insert,0.014004707336425781
MongoDB,ASOS_2022,covers,insert,0.04484272003173828
MongoDB,ASOS_2022,data,insert,0.0011532306671142578
MongoDB,ASOS_2022,grades,insert,0.005988121032714844
MongoDB,ASOS_2022,products,insert,0.0006856918334960938
MongoDB,ASOS_2022,profiles,insert,0.022449016571044922
MongoDB,ASOS_2022,restaurant,insert,0.02694845199584961
MongoDB,ASOS_2022,students,insert,0.00412297248840332
MongoDB,ASOS_2022,books,read,0.3763277530670166
MongoDB,ASOS_2022,countries-small,read,0.41854238510131836
MongoDB,ASOS_2022,covers,read,0.5224885940551758
MongoDB,ASOS_2022,data,read,0.0008668899536132812
MongoDB,ASOS_2022,grades,read,0.08861660957336426
MongoDB,ASOS_2022,products,read,0.0006616115570068359
MongoDB,ASOS_2022,profiles,read,0.4524571895599365
MongoDB,ASOS_2022,restaurant,read,0.6883931159973145
MongoDB,ASOS_2022,students,read,0.007256269454956055
MongoDB,ASOS_2022,data,update,0.000926971435546875
MongoDB,ASOS_2022,books,delete,0.0021550655364990234
MongoDB,ASOS_2022,countries-small,delete,0.0015244483947753906
MongoDB,ASOS_2022,covers,delete,0.01918768882751465
MongoDB,ASOS_2022,data,delete,0.0008726119995117188
MongoDB,ASOS_2022,grades,delete,0.0015361309051513672
MongoDB,ASOS_2022,products,delete,0.0004341602325439453
MongoDB,ASOS_2022,profiles,delete,0.006605625152587891
MongoDB,ASOS_2022,restaurant,delete,0.013258934020996094
MongoDB,ASOS_2022,students,delete,0.0012125968933105469
MongoDB,ASOS_2022,books,insert,0.0071828365325927734
MongoDB,ASOS_2022,countries-small,insert,0.014200687408447266
MongoDB,ASOS_2022,covers,insert,0.03458356857299805
MongoDB,ASOS_2022,data,insert,0.0009984970092773438
MongoDB,ASOS_2022,grades,insert,0.004308938980102539
MongoDB,ASOS_2022,products,insert,0.0006368160247802734
MongoDB,ASOS_2022,profiles,insert,0.02153611183166504
MongoDB,ASOS_2022,restaurant,insert,0.023531675338745117
MongoDB,ASOS_2022,students,insert,0.0028781890869140625
MongoDB,ASOS_2022,books,read,0.14996695518493652
MongoDB,ASOS_2022,countries-small,read,0.10688328742980957
MongoDB,ASOS_2022,covers,read,0.4014468193054199
MongoDB,ASOS_2022,data,read,0.0009524822235107422
MongoDB,ASOS_2022,grades,read,0.09178423881530762
MongoDB,ASOS_2022,products,read,0.0005242824554443359
MongoDB,ASOS_2022,profiles,read,0.10603713989257812
MongoDB,ASOS_2022,restaurant,read,0.2498934268951416
MongoDB,ASOS_2022,students,read,0.0024962425231933594
MongoDB,ASOS_2022,data,update,0.0011518001556396484
MongoDB,ASOS_2022,books,delete,0.004181861877441406
MongoDB,ASOS_2022,countries-small,delete,0.0015139579772949219
MongoDB,ASOS_2022,covers,delete,0.019728899002075195
MongoDB,ASOS_2022,data,delete,0.0009665489196777344
MongoDB,ASOS_2022,grades,delete,0.001577138900756836
MongoDB,ASOS_2022,products,delete,0.0005602836608886719
MongoDB,ASOS_2022,profiles,delete,0.007400989532470703
MongoDB,ASOS_2022,restaurant,delete,0.012492656707763672
MongoDB,ASOS_2022,students,delete,0.0014133453369140625
MongoDB,ASOS_2022,books,insert,0.007582664489746094
MongoDB,ASOS_2022,countries-small,insert,0.011248111724853516
MongoDB,ASOS_2022,covers,insert,0.038902997970581055
MongoDB,ASOS_2022,data,insert,0.0009839534759521484
MongoDB,ASOS_2022,grades,insert,0.0055561065673828125
MongoDB,ASOS_2022,products,insert,0.00055694580078125
MongoDB,ASOS_2022,profiles,insert,0.02262425422668457
MongoDB,ASOS_2022,restaurant,insert,0.02558445930480957
MongoDB,ASOS_2022,students,insert,0.003930568695068359
MongoDB,ASOS_2022,books,read,0.20708298683166504
MongoDB,ASOS_2022,countries-small,read,0.11705875396728516
MongoDB,ASOS_2022,covers,read,0.43512654304504395
MongoDB,ASOS_2022,data,read,0.0010144710540771484
MongoDB,ASOS_2022,grades,read,0.16800594329833984
MongoDB,ASOS_2022,products,read,0.0009100437164306641
MongoDB,ASOS_2022,profiles,read,0.24858856201171875
MongoDB,ASOS_2022,restaurant,read,0.5652866363525391
MongoDB,ASOS_2022,students,read,0.0022046566009521484
MongoDB,ASOS_2022,data,update,0.0007288455963134766
MongoDB,ASOS_2022,books,delete,0.002221345901489258
MongoDB,ASOS_2022,countries-small,delete,0.0015828609466552734
MongoDB,ASOS_2022,covers,delete,0.01988959312438965
MongoDB,ASOS_2022,data,delete,0.0010652542114257812
MongoDB,ASOS_2022,grades,delete,0.00205230712890625
MongoDB,ASOS_2022,products,delete,0.0006575584411621094
MongoDB,ASOS_2022,profiles,delete,0.008371353149414062
MongoDB,ASOS_2022,restaurant,delete,0.01220703125
MongoDB,ASOS_2022,students,delete,0.0017418861389160156
MongoDB,ASOS_2022,books,insert,0.006373405456542969
MongoDB,ASOS_2022,countries-small,insert,0.011029481887817383
MongoDB,ASOS_2022,covers,insert,0.03476881980895996
MongoDB,ASOS_2022,data,insert,0.0009620189666748047
MongoDB,ASOS_2022,grades,insert,0.004308462142944336
MongoDB,ASOS_2022,products,insert,0.0005769729614257812
MongoDB,ASOS_2022,profiles,insert,0.021039247512817383
MongoDB,ASOS_2022,restaurant,insert,0.022124767303466797
MongoDB,ASOS_2022,students,insert,0.0025131702423095703
MongoDB,ASOS_2022,books,read,0.42475390434265137
MongoDB,ASOS_2022,countries-small,read,0.4067237377166748
MongoDB,ASOS_2022,covers,read,0.5812947750091553
MongoDB,ASOS_2022,data,read,0.0012602806091308594
MongoDB,ASOS_2022,grades,read,0.0932774543762207
MongoDB,ASOS_2022,products,read,0.0009069442749023438
MongoDB,ASOS_2022,profiles,read,0.2697916030883789
MongoDB,ASOS_2022,restaurant,read,0.6155440807342529
MongoDB,ASOS_2022,students,read,0.002241373062133789
MongoDB,ASOS_2022,data,update,0.0006327629089355469
MongoDB,ASOS_2022,books,delete,0.0019843578338623047
MongoDB,ASOS_2022,countries-small,delete,0.0013082027435302734
MongoDB,ASOS_2022,covers,delete,0.018515825271606445
MongoDB,ASOS_2022,data,delete,0.0007166862487792969
MongoDB,ASOS_2022,grades,delete,0.0018172264099121094
MongoDB,ASOS_2022,products,delete,0.0007119178771972656
MongoDB,ASOS_2022,profiles,delete,0.007932424545288086
MongoDB,ASOS_2022,restaurant,delete,0.011771917343139648
MongoDB,ASOS_2022,students,delete,0.0013127326965332031
MongoDB,ASOS_2022,books,insert,0.008794069290161133
MongoDB,ASOS_2022,countries-small,insert,0.011421918869018555
MongoDB,ASOS_2022,covers,insert,0.034043073654174805
MongoDB,ASOS_2022,data,insert,0.0010242462158203125
MongoDB,ASOS_2022,grades,insert,0.006075382232666016
MongoDB,ASOS_2022,products,insert,0.0006940364837646484
MongoDB,ASOS_2022,profiles,insert,0.027731895446777344
MongoDB,ASOS_2022,restaurant,insert,0.023178815841674805
MongoDB,ASOS_2022,students,insert,0.002483367919921875
MongoDB,ASOS_2022,books,read,0.19191431999206543
MongoDB,ASOS_2022,countries-small,read,0.11864900588989258
MongoDB,ASOS_2022,covers,read,0.4138522148132324
MongoDB,ASOS_2022,data,read,0.0009164810180664062
MongoDB,ASOS_2022,grades,read,0.08989191055297852
MongoDB,ASOS_2022,products,read,0.0006122589111328125
MongoDB,ASOS_2022,profiles,read,0.21499919891357422
MongoDB,ASOS_2022,restaurant,read,0.42243432998657227
MongoDB,ASOS_2022,students,read,0.00587773323059082
MongoDB,ASOS_2022,data,update,0.0014922618865966797
MongoDB,ASOS_2022,books,delete,0.0039539337158203125
MongoDB,ASOS_2022,countries-small,delete,0.002709627151489258
MongoDB,ASOS_2022,covers,delete,0.0221707820892334
MongoDB,ASOS_2022,data,delete,0.0008416175842285156
MongoDB,ASOS_2022,grades,delete,0.0016252994537353516
MongoDB,ASOS_2022,products,delete,0.00043129920959472656
MongoDB,ASOS_2022,profiles,delete,0.006260395050048828
MongoDB,ASOS_2022,restaurant,delete,0.01141214370727539
MongoDB,ASOS_2022,students,delete,0.0012907981872558594
MongoDB,ASOS_2022,books,insert,0.008675336837768555
MongoDB,ASOS_2022,countries-small,insert,0.012415409088134766
MongoDB,ASOS_2022,covers,insert,0.039499759674072266
MongoDB,ASOS_2022,data,insert,0.0009069442749023438
MongoDB,ASOS_2022,grades,insert,0.0041370391845703125
MongoDB,ASOS_2022,products,insert,0.0005614757537841797
MongoDB,ASOS_2022,profiles,insert,0.021802902221679688
MongoDB,ASOS_2022,restaurant,insert,0.02257227897644043
MongoDB,ASOS_2022,students,insert,0.0023915767669677734
MongoDB,ASOS_2022,books,read,0.15413975715637207
MongoDB,ASOS_2022,countries-small,read,0.21357417106628418
MongoDB,ASOS_2022,covers,read,0.5345630645751953
MongoDB,ASOS_2022,data,read,0.0008778572082519531
MongoDB,ASOS_2022,grades,read,0.18023443222045898
MongoDB,ASOS_2022,products,read,0.0007581710815429688
MongoDB,ASOS_2022,profiles,read,0.362762451171875
MongoDB,ASOS_2022,restaurant,read,0.6306958198547363
MongoDB,ASOS_2022,students,read,0.002073526382446289
MongoDB,ASOS_2022,data,update,0.0006525516510009766
MongoDB,ASOS_2022,books,delete,0.0020132064819335938
MongoDB,ASOS_2022,countries-small,delete,0.0014414787292480469
MongoDB,ASOS_2022,covers,delete,0.022861242294311523
MongoDB,ASOS_2022,data,delete,0.0008890628814697266
MongoDB,ASOS_2022,grades,delete,0.0019085407257080078
MongoDB,ASOS_2022,products,delete,0.000537872314453125
MongoDB,ASOS_2022,profiles,delete,0.008985042572021484
MongoDB,ASOS_2022,restaurant,delete,0.011363744735717773
MongoDB,ASOS_2022,students,delete,0.001294851303100586
MongoDB,ASOS_2022,books,insert,0.007976055145263672
MongoDB,ASOS_2022,countries-small,insert,0.010102272033691406
MongoDB,ASOS_2022,covers,insert,0.03545713424682617
MongoDB,ASOS_2022,data,insert,0.0008597373962402344
MongoDB,ASOS_2022,grades,insert,0.004197597503662109
MongoDB,ASOS_2022,products,insert,0.0005772113800048828
MongoDB,ASOS_2022,profiles,insert,0.02076101303100586
MongoDB,ASOS_2022,restaurant,insert,0.02241039276123047
MongoDB,ASOS_2022,students,insert,0.002568483352661133
MongoDB,ASOS_2022,books,read,0.11944437026977539
MongoDB,ASOS_2022,countries-small,read,0.11828279495239258
MongoDB,ASOS_2022,covers,read,0.4200170040130615
MongoDB,ASOS_2022,data,read,0.0011186599731445312
MongoDB,ASOS_2022,grades,read,0.005914449691772461
MongoDB,ASOS_2022,products,read,0.0008947849273681641
MongoDB,ASOS_2022,profiles,read,0.45702171325683594
MongoDB,ASOS_2022,restaurant,read,0.28852009773254395
MongoDB,ASOS_2022,students,read,0.007131338119506836
MongoDB,ASOS_2022,data,update,0.0009596347808837891
MongoDB,ASOS_2022,books,delete,0.0022172927856445312
MongoDB,ASOS_2022,countries-small,delete,0.0014886856079101562
MongoDB,ASOS_2022,covers,delete,0.022223949432373047
MongoDB,ASOS_2022,data,delete,0.0007669925689697266
MongoDB,ASOS_2022,grades,delete,0.002007007598876953
MongoDB,ASOS_2022,products,delete,0.0004050731658935547
MongoDB,ASOS_2022,profiles,delete,0.007614850997924805
MongoDB,ASOS_2022,restaurant,delete,0.02545475959777832
MongoDB,ASOS_2022,students,delete,0.0014905929565429688
MongoDB,ASOS_2022,books,insert,0.006574153900146484
MongoDB,ASOS_2022,countries-small,insert,0.011884689331054688
MongoDB,ASOS_2022,covers,insert,0.04499673843383789
MongoDB,ASOS_2022,data,insert,0.0010945796966552734
MongoDB,ASOS_2022,grades,insert,0.0061724185943603516
MongoDB,ASOS_2022,products,insert,0.00066375732421875
MongoDB,ASOS_2022,profiles,insert,0.021718502044677734
MongoDB,ASOS_2022,restaurant,insert,0.02421879768371582
MongoDB,ASOS_2022,students,insert,0.002627134323120117
MongoDB,ASOS_2022,books,read,0.36568117141723633
MongoDB,ASOS_2022,countries-small,read,0.11409711837768555
MongoDB,ASOS_2022,covers,read,0.8000986576080322
MongoDB,ASOS_2022,data,read,0.08870649337768555
MongoDB,ASOS_2022,grades,read,0.0037124156951904297
MongoDB,ASOS_2022,products,read,0.013087749481201172
MongoDB,ASOS_2022,profiles,read,0.3474757671356201
MongoDB,ASOS_2022,restaurant,read,0.4392201900482178
MongoDB,ASOS_2022,students,read,0.0030934810638427734
MongoDB,ASOS_2022,data,update,0.0012798309326171875
MongoDB,ASOS_2022,books,delete,0.004011392593383789
MongoDB,ASOS_2022,countries-small,delete,0.0016338825225830078
MongoDB,ASOS_2022,covers,delete,0.020105838775634766
MongoDB,ASOS_2022,data,delete,0.0009510517120361328
MongoDB,ASOS_2022,grades,delete,0.0022058486938476562
MongoDB,ASOS_2022,products,delete,0.00046133995056152344
MongoDB,ASOS_2022,profiles,delete,0.006265878677368164
MongoDB,ASOS_2022,restaurant,delete,0.017201662063598633
MongoDB,ASOS_2022,students,delete,0.0015575885772705078
MongoDB,ASOS_2022,books,insert,0.007565021514892578
MongoDB,ASOS_2022,countries-small,insert,0.012384414672851562
MongoDB,ASOS_2022,covers,insert,0.055362701416015625
MongoDB,ASOS_2022,data,insert,0.0009999275207519531
MongoDB,ASOS_2022,grades,insert,0.006148099899291992
MongoDB,ASOS_2022,products,insert,0.0006647109985351562
MongoDB,ASOS_2022,profiles,insert,0.022807598114013672
MongoDB,ASOS_2022,restaurant,insert,0.024568796157836914
MongoDB,ASOS_2022,students,insert,0.0027523040771484375
MongoDB,ASOS_2022,books,read,0.40810585021972656
MongoDB,ASOS_2022,countries-small,read,0.018893957138061523
MongoDB,ASOS_2022,covers,read,0.2435741424560547
MongoDB,ASOS_2022,data,read,0.010093450546264648
MongoDB,ASOS_2022,grades,read,0.004815101623535156
MongoDB,ASOS_2022,products,read,0.07607746124267578
MongoDB,ASOS_2022,profiles,read,0.26634788513183594
MongoDB,ASOS_2022,restaurant,read,0.2299647331237793
MongoDB,ASOS_2022,students,read,0.003187894821166992
MongoDB,ASOS_2022,data,update,0.0008294582366943359
MongoDB,ASOS_2022,books,delete,0.002295255661010742
MongoDB,ASOS_2022,countries-small,delete,0.0015513896942138672
MongoDB,ASOS_2022,covers,delete,0.028488636016845703
MongoDB,ASOS_2022,data,delete,0.0008194446563720703
MongoDB,ASOS_2022,grades,delete,0.0016474723815917969
MongoDB,ASOS_2022,products,delete,0.0003578662872314453
MongoDB,ASOS_2022,profiles,delete,0.008251428604125977
MongoDB,ASOS_2022,restaurant,delete,0.01198124885559082
MongoDB,ASOS_2022,students,delete,0.0011205673217773438
MongoDB,ASOS_2022,books,insert,0.00649714469909668
MongoDB,ASOS_2022,countries-small,insert,0.012182235717773438
MongoDB,ASOS_2022,covers,insert,0.03960061073303223
MongoDB,ASOS_2022,data,insert,0.0009341239929199219
MongoDB,ASOS_2022,grades,insert,0.004875659942626953
MongoDB,ASOS_2022,products,insert,0.00069427490234375
MongoDB,ASOS_2022,profiles,insert,0.024195194244384766
MongoDB,ASOS_2022,restaurant,insert,0.02396535873413086
MongoDB,ASOS_2022,students,insert,0.0025587081909179688
MongoDB,ASOS_2022,books,read,0.4335191249847412
MongoDB,ASOS_2022,countries-small,read,0.019634246826171875
MongoDB,ASOS_2022,covers,read,0.7638547420501709
MongoDB,ASOS_2022,data,read,0.0009319782257080078
MongoDB,ASOS_2022,grades,read,0.08908247947692871
MongoDB,ASOS_2022,products,read,0.000766754150390625
MongoDB,ASOS_2022,profiles,read,0.2928135395050049
MongoDB,ASOS_2022,restaurant,read,0.3579401969909668
MongoDB,ASOS_2022,students,read,0.004283905029296875
MongoDB,ASOS_2022,data,update,0.0015475749969482422
MongoDB,ASOS_2022,books,delete,0.004082441329956055
MongoDB,ASOS_2022,countries-small,delete,0.002712249755859375
MongoDB,ASOS_2022,covers,delete,0.024253368377685547
MongoDB,ASOS_2022,data,delete,0.00107574462890625
MongoDB,ASOS_2022,grades,delete,0.002927541732788086
MongoDB,ASOS_2022,products,delete,0.0004630088806152344
MongoDB,ASOS_2022,profiles,delete,0.008193254470825195
MongoDB,ASOS_2022,restaurant,delete,0.010262489318847656
MongoDB,ASOS_2022,students,delete,0.0013833045959472656
MongoDB,ASOS_2022,books,insert,0.008299589157104492
MongoDB,ASOS_2022,countries-small,insert,0.010886669158935547
MongoDB,ASOS_2022,covers,insert,0.03948378562927246
MongoDB,ASOS_2022,data,insert,0.0009198188781738281
MongoDB,ASOS_2022,grades,insert,0.004284381866455078
MongoDB,ASOS_2022,products,insert,0.0005748271942138672
MongoDB,ASOS_2022,profiles,insert,0.021914243698120117
MongoDB,ASOS_2022,restaurant,insert,0.02428460121154785
MongoDB,ASOS_2022,students,insert,0.002948760986328125
MongoDB,ASOS_2022,books,read,0.09064793586730957
MongoDB,ASOS_2022,countries-small,read,0.4288346767425537
MongoDB,ASOS_2022,covers,read,0.33451104164123535
MongoDB,ASOS_2022,data,read,0.00087738037109375
MongoDB,ASOS_2022,grades,read,0.1780691146850586
MongoDB,ASOS_2022,products,read,0.08877682685852051
MongoDB,ASOS_2022,profiles,read,0.28740620613098145
MongoDB,ASOS_2022,restaurant,read,0.5208725929260254
MongoDB,ASOS_2022,students,read,0.0034291744232177734
MongoDB,ASOS_2022,data,update,0.0010890960693359375
MongoDB,ASOS_2022,books,delete,0.0027985572814941406
MongoDB,ASOS_2022,countries-small,delete,0.0016756057739257812
MongoDB,ASOS_2022,covers,delete,0.01932668685913086
MongoDB,ASOS_2022,data,delete,0.001140594482421875
MongoDB,ASOS_2022,grades,delete,0.0022821426391601562
MongoDB,ASOS_2022,products,delete,0.0004420280456542969
MongoDB,ASOS_2022,profiles,delete,0.007886409759521484
MongoDB,ASOS_2022,restaurant,delete,0.01176595687866211
MongoDB,ASOS_2022,students,delete,0.0015518665313720703
MongoDB,ASOS_2022,books,insert,0.0073506832122802734
MongoDB,ASOS_2022,countries-small,insert,0.013580560684204102
MongoDB,ASOS_2022,covers,insert,0.03564119338989258
MongoDB,ASOS_2022,data,insert,0.0009920597076416016
MongoDB,ASOS_2022,grades,insert,0.004197120666503906
MongoDB,ASOS_2022,products,insert,0.00055694580078125
MongoDB,ASOS_2022,profiles,insert,0.021146297454833984
MongoDB,ASOS_2022,restaurant,insert,0.022272825241088867
MongoDB,ASOS_2022,students,insert,0.0024471282958984375
MongoDB,ASOS_2022,books,read,0.15192627906799316
MongoDB,ASOS_2022,countries-small,read,0.11966967582702637
MongoDB,ASOS_2022,covers,read,0.5875823497772217
MongoDB,ASOS_2022,data,read,0.0011663436889648438
MongoDB,ASOS_2022,grades,read,0.09734106063842773
MongoDB,ASOS_2022,products,read,0.0008156299591064453
MongoDB,ASOS_2022,profiles,read,0.3503131866455078
MongoDB,ASOS_2022,restaurant,read,0.2252814769744873
MongoDB,ASOS_2022,students,read,0.003582000732421875
MongoDB,ASOS_2022,data,update,0.0008144378662109375
MongoDB,ASOS_2022,books,delete,0.0021996498107910156
MongoDB,ASOS_2022,countries-small,delete,0.0014598369598388672
MongoDB,ASOS_2022,covers,delete,0.021216392517089844
MongoDB,ASOS_2022,data,delete,0.0008499622344970703
MongoDB,ASOS_2022,grades,delete,0.0012943744659423828
MongoDB,ASOS_2022,products,delete,0.0003306865692138672
MongoDB,ASOS_2022,profiles,delete,0.004937648773193359
MongoDB,ASOS_2022,restaurant,delete,0.00755620002746582
MongoDB,ASOS_2022,students,delete,0.001005411148071289
MongoDB,ASOS_2022,books,insert,0.007877588272094727
MongoDB,ASOS_2022,countries-small,insert,0.012064695358276367
MongoDB,ASOS_2022,covers,insert,0.03798985481262207
MongoDB,ASOS_2022,data,insert,0.0008704662322998047
MongoDB,ASOS_2022,grades,insert,0.0058879852294921875
MongoDB,ASOS_2022,products,insert,0.0007238388061523438
MongoDB,ASOS_2022,profiles,insert,0.022376537322998047
MongoDB,ASOS_2022,restaurant,insert,0.029015302658081055
MongoDB,ASOS_2022,students,insert,0.002826690673828125
MongoDB,ASOS_2022,books,read,0.11367011070251465
MongoDB,ASOS_2022,countries-small,read,0.38211941719055176
MongoDB,ASOS_2022,covers,read,0.3208010196685791
MongoDB,ASOS_2022,data,read,0.0011513233184814453
MongoDB,ASOS_2022,grades,read,0.004349470138549805
MongoDB,ASOS_2022,products,read,0.0004851818084716797
MongoDB,ASOS_2022,profiles,read,0.3923819065093994
MongoDB,ASOS_2022,restaurant,read,0.4718930721282959
MongoDB,ASOS_2022,students,read,0.0022118091583251953
MongoDB,ASOS_2022,data,update,0.0007925033569335938
MongoDB,ASOS_2022,books,delete,0.0020873546600341797
MongoDB,ASOS_2022,countries-small,delete,0.0025129318237304688
MongoDB,ASOS_2022,covers,delete,0.02960801124572754
MongoDB,ASOS_2022,data,delete,0.0007092952728271484
MongoDB,ASOS_2022,grades,delete,0.00152587890625
MongoDB,ASOS_2022,products,delete,0.00030732154846191406
MongoDB,ASOS_2022,profiles,delete,0.00597071647644043
MongoDB,ASOS_2022,restaurant,delete,0.022174835205078125
MongoDB,ASOS_2022,students,delete,0.0013146400451660156
MongoDB,ASOS_2022,books,insert,0.006194353103637695
MongoDB,ASOS_2022,countries-small,insert,0.012572288513183594
MongoDB,ASOS_2022,covers,insert,0.03968644142150879
MongoDB,ASOS_2022,data,insert,0.0012102127075195312
MongoDB,ASOS_2022,grades,insert,0.00548863410949707
MongoDB,ASOS_2022,products,insert,0.0006122589111328125
MongoDB,ASOS_2022,profiles,insert,0.025542259216308594
MongoDB,ASOS_2022,restaurant,insert,0.024386882781982422
MongoDB,ASOS_2022,students,insert,0.0027599334716796875
MongoDB,ASOS_2022,books,read,0.42864274978637695
MongoDB,ASOS_2022,countries-small,read,0.023388147354125977
MongoDB,ASOS_2022,covers,read,0.5049402713775635
MongoDB,ASOS_2022,data,read,0.0011219978332519531
MongoDB,ASOS_2022,grades,read,0.016260147094726562
MongoDB,ASOS_2022,products,read,0.0010385513305664062
MongoDB,ASOS_2022,profiles,read,0.11313629150390625
MongoDB,ASOS_2022,restaurant,read,0.5030031204223633
MongoDB,ASOS_2022,students,read,0.09670734405517578
MongoDB,ASOS_2022,data,update,0.0008487701416015625
MongoDB,ASOS_2022,books,delete,0.0023093223571777344
MongoDB,ASOS_2022,countries-small,delete,0.0013179779052734375
MongoDB,ASOS_2022,covers,delete,0.018527507781982422
MongoDB,ASOS_2022,data,delete,0.0008904933929443359
MongoDB,ASOS_2022,grades,delete,0.001645803451538086
MongoDB,ASOS_2022,products,delete,0.0005676746368408203
MongoDB,ASOS_2022,profiles,delete,0.005934238433837891
MongoDB,ASOS_2022,restaurant,delete,0.013314962387084961
MongoDB,ASOS_2022,students,delete,0.0016748905181884766
MongoDB,ASOS_2022,books,insert,0.006703376770019531
MongoDB,ASOS_2022,countries-small,insert,0.013001441955566406
MongoDB,ASOS_2022,covers,insert,0.04094839096069336
MongoDB,ASOS_2022,data,insert,0.0008749961853027344
MongoDB,ASOS_2022,grades,insert,0.0043261051177978516
MongoDB,ASOS_2022,products,insert,0.0006644725799560547
MongoDB,ASOS_2022,profiles,insert,0.02105426788330078
MongoDB,ASOS_2022,restaurant,insert,0.02270960807800293
MongoDB,ASOS_2022,students,insert,0.002574920654296875
MongoDB,ASOS_2022,books,read,0.13501214981079102
MongoDB,ASOS_2022,countries-small,read,0.11398482322692871
MongoDB,ASOS_2022,covers,read,0.7918262481689453
MongoDB,ASOS_2022,data,read,0.0008764266967773438
MongoDB,ASOS_2022,grades,read,0.006426811218261719
MongoDB,ASOS_2022,products,read,0.0004277229309082031
MongoDB,ASOS_2022,profiles,read,0.4161946773529053
MongoDB,ASOS_2022,restaurant,read,0.34740304946899414
MongoDB,ASOS_2022,students,read,0.0042035579681396484
MongoDB,ASOS_2022,data,update,0.0012149810791015625
